Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.23 [1.10-1.37],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.15 [1.02-1.29],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.13 [1.01-1.27],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.05 [0.94-1.17],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.02 [0.91-1.15],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-PL%,0.91 [0.81-1.01],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.88 [0.79-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.87 [0.78-0.97],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.87 [0.78-0.97],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.85 [0.75-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
