Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-CE%,1.04 [0.97-1.11],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.03 [0.97-1.10],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,1.02 [0.96-1.09],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,1.02 [0.96-1.08],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-VLDL-C%,1.02 [0.95-1.09],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
VLDL-CE,0.99 [0.94-1.06],1.000,,Cholesteryl Esters in VLDL
M-LDL-FC%,0.99 [0.92-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.98 [0.92-1.05],1.000,,Cholesteryl Esters in LDL
HDL-CE,0.98 [0.91-1.05],1.000,,Cholesteryl Esters in HDL
Total-CE,0.97 [0.91-1.04],1.000,,Total-Esterified Cholesterol
