Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.22 [1.14-1.31],0.012,*,Glycoprotein Acetyls
MUFA%,1.20 [1.11-1.29],0.714,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.19 [1.11-1.28],0.753,,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,1.15 [1.07-1.24],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.02 [0.96-1.09],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.92 [0.86-0.99],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.88 [0.82-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-C%,0.84 [0.79-0.90],0.588,,Cholesterol to Total-Lipids in Medium HDL percentage
PUFA%,0.84 [0.78-0.90],0.951,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.83 [0.77-0.90],0.462,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
