Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.43 [1.23-1.67],0.952,,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,1.36 [1.15-1.60],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,1.16 [1.00-1.35],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Phe,1.12 [0.97-1.29],1.000,,Phenylalanine
Tyr,1.05 [0.91-1.22],1.000,,Tyrosine
M-LDL-FC%,0.86 [0.74-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Non-HDL-C,0.82 [0.71-0.96],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.80 [0.69-0.93],1.000,,LDL Cholesterol
M-LDL-C%,0.73 [0.64-0.84],0.912,,Cholesterol to Total-Lipids in Medium LDL percentage
Albumin,0.65 [0.57-0.74],4.067e-05,***,Albumin
