Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.23 [1.12-1.36],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.10 [0.99-1.23],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Omega-6/Omega-3,1.05 [0.94-1.16],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
His,1.01 [0.91-1.11],1.000,,Histidine
Phe,1.00 [0.91-1.11],1.000,,Phenylalanine
Remnant-C,0.88 [0.79-0.97],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.85 [0.77-0.94],1.000,,Total-Cholesterol Minus HDL-C
M-LDL-FC%,0.85 [0.77-0.94],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,0.84 [0.76-0.93],1.000,,Total-Cholesterol
LDL-C,0.84 [0.76-0.92],1.000,,LDL Cholesterol
