Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.15 [0.95-1.38],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.06 [0.88-1.28],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.04 [0.86-1.25],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-FC%,1.02 [0.84-1.24],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-CE%,1.00 [0.83-1.21],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-VLDL-FC%,0.93 [0.78-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.93 [0.77-1.13],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.90 [0.74-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Cholines,0.63 [0.52-0.77],0.747,,Total-Cholines
Total-P,0.62 [0.51-0.76],0.719,,Total-Concentration of Lipoprotein Particles
