Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Unsaturation,"0.330 [-0.024,0.684]",1.000,,Degree of Unsaturation
M-LDL-FC%,"0.209 [-0.140,0.559]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Albumin,"0.204 [-0.135,0.543]",1.000,,Albumin
SFA,"0.119 [-0.217,0.456]",1.000,,Saturated Fatty Acids
Total-FA,"0.062 [-0.274,0.398]",1.000,,Total-Fatty Acids
M-LDL-TG%,"-0.002 [-0.341,0.337]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Remnant-C,"-0.048 [-0.381,0.285]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
ApoB,"-0.057 [-0.388,0.274]",1.000,,Apolipoprotein B
ApoB/ApoA1,"-0.153 [-0.491,0.184]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,"-0.158 [-0.491,0.174]",1.000,,VLDL Cholesterol
