Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,"0.000 [-0.000,0.001]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Non-HDL-C,"0.000 [-0.000,0.000]",1.000,,Total-Cholesterol Minus HDL-C
ApoB,"0.000 [-0.000,0.000]",1.000,,Apolipoprotein B
LDL-C,"0.000 [-0.000,0.000]",1.000,,LDL Cholesterol
Clinical LDL-C,"0.000 [-0.000,0.000]",1.000,,Clinical LDL Cholesterol
M-LDL-FC%,"-0.000 [-0.001,0.000]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA%,"-0.000 [-0.001,0.000]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
DHA%,"-0.001 [-0.001,-0.000]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,"-0.001 [-0.001,-0.000]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-3%,"-0.001 [-0.001,-0.000]",1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
