Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"6.391 [5.613,7.170]",9.507e-53,***,Creatinine
IDL-TG%,"3.852 [3.136,4.568]",1.224e-20,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,"3.824 [3.112,4.535]",1.422e-20,***,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,"3.711 [2.982,4.439]",4.440e-18,***,Glycoprotein Acetyls
M-LDL-TG%,"3.588 [2.882,4.293]",4.896e-18,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,"3.358 [2.639,4.078]",1.378e-14,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,"3.268 [2.539,3.998]",3.909e-13,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,"2.560 [1.839,3.281]",7.786e-07,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,"2.502 [1.745,3.259]",2.110e-05,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,"2.486 [1.769,3.203]",2.428e-06,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,"2.462 [1.737,3.187]",6.481e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-PL%,"2.397 [1.700,3.093]",3.486e-06,***,Phospholipids to Total-Lipids in IDL percentage
S-HDL-TG%,"2.337 [1.577,3.097]",3.850e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
XXL-VLDL-PL%,"2.156 [1.390,2.922]",0.008,**,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-TG%,"2.111 [1.369,2.853]",0.006,**,Triglycerides to Total-Lipids in Large HDL percentage
S-LDL-PL%,"2.073 [1.358,2.788]",0.003,**,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-TG,"2.032 [1.332,2.732]",0.003,**,Triglycerides in Very Small VLDL
3-Hydroxybutyrate,"2.027 [1.299,2.756]",0.011,*,3-Hydroxybutyrate
M-VLDL-TG%,"2.002 [1.258,2.746]",0.030,*,Triglycerides to Total-Lipids in Medium VLDL percentage
Glu-lactate,"1.989 [1.324,2.654]",0.001,**,Glucose-lactate
Glu,"1.913 [1.243,2.584]",0.005,**,Glucose
L-LDL-L,"-1.875 [-2.568,-1.181]",0.027,*,Total-Lipids in Large LDL
S-LDL-FC,"-1.878 [-2.570,-1.186]",0.024,*,Free Cholesterol in Small LDL
M-LDL-FC%,"-1.885 [-2.597,-1.173]",0.049,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,"-1.894 [-2.606,-1.183]",0.041,*,Phospholipids to Total-Lipids in Medium VLDL percentage
Non-HDL-C,"-1.903 [-2.593,-1.212]",0.015,*,Total-Cholesterol Minus HDL-C
Tyr,"-1.906 [-2.625,-1.187]",0.047,*,Tyrosine
LDL-C,"-1.940 [-2.630,-1.250]",0.008,**,LDL Cholesterol
M-LDL-FC,"-1.941 [-2.634,-1.248]",0.009,**,Free Cholesterol in Medium LDL
