Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,"2.475 [0.255,4.694]",1.000,,Glutamine
M-LDL-C%,"2.141 [-0.175,4.458]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,"1.768 [-0.421,3.958]",1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
His,"1.753 [-0.393,3.899]",1.000,,Histidine
M-LDL-PL%,"0.260 [-1.899,2.418]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,"-0.022 [-2.345,2.301]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-FA,"-0.088 [-2.347,2.172]",1.000,,Total-Fatty Acids
Unsaturation,"-1.506 [-3.806,0.793]",1.000,,Degree of Unsaturation
Citrate,"-2.172 [-4.413,0.070]",1.000,,Citrate
HDL-FC,"-4.055 [-6.295,-1.814]",1.000,,Free Cholesterol in HDL
