Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.17 [1.15-1.18],8.320e-119,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.17 [1.15-1.18],8.284e-117,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.17 [1.15-1.18],1.847e-112,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.16 [1.14-1.17],2.139e-107,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.14 [1.13-1.16],4.144e-87,***,Phospholipids to Total-Lipids in IDL percentage
GlycA,1.13 [1.12-1.15],1.300e-67,***,Glycoprotein Acetyls
XS-VLDL-TG%,1.13 [1.11-1.14],5.020e-66,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.11 [1.10-1.13],7.525e-48,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.11 [1.09-1.12],2.683e-46,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.10 [1.09-1.12],7.499e-47,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.09 [1.08-1.11],3.262e-35,***,Triglycerides to Total-Lipids in Medium VLDL percentage
MUFA%,1.09 [1.08-1.11],2.634e-33,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,1.09 [1.07-1.10],5.548e-32,***,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.08 [1.07-1.10],5.217e-29,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.07 [1.06-1.09],2.603e-20,***,Triglycerides to Total-Lipids in Small HDL percentage
Omega-6/Omega-3,1.07 [1.05-1.08],1.563e-18,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Creatinine,1.07 [1.05-1.08],3.351e-14,***,Creatinine
XXL-VLDL-PL%,1.06 [1.05-1.08],5.969e-14,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,1.05 [1.04-1.07],1.321e-10,***,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-TG%,1.05 [1.04-1.07],1.136e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-TG%,1.05 [1.03-1.06],1.095e-06,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-TG%,1.04 [1.03-1.06],2.715e-06,***,Triglycerides to Total-Lipids in Large HDL percentage
Glu-lactate,1.04 [1.03-1.06],2.234e-07,***,Glucose-lactate
Glu,1.04 [1.03-1.06],7.688e-07,***,Glucose
M-LDL-PL%,1.04 [1.03-1.06],9.021e-07,***,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,1.04 [1.03-1.05],3.776e-06,***,Phenylalanine
Gly,1.04 [1.03-1.05],1.955e-04,***,Glycine
L-VLDL-PL%,1.04 [1.02-1.05],9.006e-04,***,Phospholipids to Total-Lipids in Large VLDL percentage
TG/PG,1.04 [1.02-1.05],0.002,**,Triglycerides to Phosphoglycerides ratio
XL-HDL-FC%,1.04 [1.02-1.05],0.009,**,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Sc-ala,1.03 [1.02-1.04],0.027,*,Spectrometer-corrected alanine
Omega-6%,0.97 [0.96-0.98],0.049,*,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Acetate,0.97 [0.96-0.98],0.027,*,Acetate
XL-VLDL-PL,0.97 [0.96-0.98],0.006,**,Phospholipids in Very Large VLDL
Acetone,0.97 [0.96-0.98],0.003,**,Acetone
MUFA,0.97 [0.95-0.98],0.003,**,Monounsaturated Fatty Acids
L-VLDL-C%,0.97 [0.95-0.98],0.003,**,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-PL,0.97 [0.95-0.98],0.003,**,Phospholipids in Large VLDL
XL-VLDL-PL%,0.96 [0.95-0.98],7.849e-05,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-VLDL-P,0.96 [0.95-0.98],8.064e-05,***,Concentration of Large VLDL Particles
