Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.07 [1.02-1.12],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB,1.01 [0.97-1.06],1.000,,Apolipoprotein B
Remnant-C,1.01 [0.96-1.06],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.01 [0.96-1.05],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,1.00 [0.96-1.05],1.000,,LDL Cholesterol
LDL-FC,0.99 [0.95-1.04],1.000,,Free Cholesterol in LDL
HDL-FC,0.98 [0.94-1.03],1.000,,Free Cholesterol in HDL
Citrate,0.98 [0.94-1.03],1.000,,Citrate
M-LDL-FC%,0.91 [0.87-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA%,0.89 [0.84-0.93],0.357,,Linoleic Acid to Total-Fatty Acids percentage
