Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.29 [1.16-1.43],0.271,,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.28 [1.16-1.43],0.777,,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.28 [1.15-1.42],0.503,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.26 [1.14-1.39],0.693,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.08 [0.97-1.19],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
IDL-CE%,0.78 [0.71-0.86],0.130,,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.78 [0.70-0.86],0.320,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.78 [0.70-0.86],0.289,,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-C,0.78 [0.70-0.86],0.218,,Cholesterol in IDL
IDL-CE,0.77 [0.70-0.86],0.142,,Cholesteryl Esters in IDL
