Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.09 [0.90-1.30],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.08 [0.92-1.25],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,1.07 [0.90-1.28],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.06 [0.88-1.27],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.05 [0.87-1.27],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,0.98 [0.83-1.15],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,0.96 [0.81-1.13],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,0.95 [0.81-1.12],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,0.86 [0.73-1.03],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.83 [0.71-0.98],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
