Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.19 [1.06-1.33],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.18 [1.06-1.32],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG%,1.18 [1.05-1.31],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.11 [1.00-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-CE%,1.10 [0.99-1.22],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
LA%,0.90 [0.81-1.01],1.000,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,0.86 [0.77-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.83 [0.74-0.94],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-3%,0.83 [0.74-0.93],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,0.79 [0.70-0.88],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
