Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.32 [1.21-1.45],6.835e-05,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.28 [1.18-1.39],8.041e-04,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.27 [1.17-1.38],0.002,**,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.26 [1.15-1.37],0.028,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.25 [1.15-1.36],0.039,*,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-C%,0.82 [0.76-0.88],0.038,*,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.80 [0.74-0.87],0.007,**,Cholesterol to Total-Lipids in IDL percentage
S-VLDL-FC%,0.80 [0.74-0.87],0.021,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
PUFA%,0.80 [0.73-0.87],0.036,*,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-C%,0.79 [0.73-0.86],0.003,**,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-FC%,0.79 [0.73-0.86],8.097e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE%,0.78 [0.72-0.85],0.001,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.78 [0.72-0.85],0.001,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
PUFA/MUFA,0.76 [0.70-0.83],2.788e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
