Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.09 [0.91-1.31],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-CE%,1.07 [0.89-1.28],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,1.05 [0.88-1.26],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.02 [0.86-1.21],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-C%,1.02 [0.85-1.22],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-FC%,0.98 [0.81-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-TG%,0.95 [0.79-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.92 [0.76-1.11],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.92 [0.76-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.92 [0.76-1.10],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
