Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.15 [0.96-1.37],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.09 [0.91-1.31],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.09 [0.92-1.30],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.04 [0.87-1.25],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-CE%,1.04 [0.87-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-PL%,0.98 [0.83-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.98 [0.81-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.98 [0.80-1.19],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.97 [0.80-1.18],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.89 [0.74-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
