Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.10 [0.97-1.26],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.10 [0.96-1.26],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.06 [0.93-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-C%,1.06 [0.92-1.21],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC%,1.03 [0.88-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.92 [0.80-1.05],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-CE%,0.92 [0.79-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.91 [0.79-1.05],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.91 [0.80-1.04],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.91 [0.79-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
