Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.19 [1.16-1.23],4.396e-29,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.19 [1.16-1.22],1.017e-27,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.17 [1.14-1.20],5.237e-25,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.17 [1.14-1.20],1.123e-20,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.16 [1.13-1.19],2.029e-20,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.14 [1.10-1.17],2.216e-11,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-TG%,1.13 [1.10-1.17],1.653e-13,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.13 [1.10-1.17],9.802e-13,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,1.13 [1.09-1.16],8.432e-10,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,1.12 [1.09-1.16],6.696e-08,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.12 [1.09-1.15],5.826e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.11 [1.08-1.15],1.229e-08,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-TG%,1.11 [1.08-1.14],1.430e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.11 [1.08-1.14],5.090e-06,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.11 [1.07-1.14],7.057e-06,***,Triglycerides to Phosphoglycerides ratio
M-HDL-TG%,1.10 [1.07-1.14],2.741e-06,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-TG%,1.09 [1.06-1.13],4.915e-05,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG,1.09 [1.06-1.12],4.160e-05,***,Triglycerides in Small HDL
IDL-PL%,1.09 [1.06-1.12],4.094e-05,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-TG,1.09 [1.06-1.12],2.408e-04,***,Triglycerides in Very Small VLDL
HDL-TG,1.08 [1.05-1.11],0.001,**,Triglycerides in HDL
XXL-VLDL-PL,1.08 [1.05-1.11],0.011,*,Phospholipids in Chylomicrons and Extremely Large VLDL
M-HDL-TG,1.08 [1.05-1.11],0.001,**,Triglycerides in Medium HDL
XXL-VLDL-P,1.08 [1.05-1.11],0.013,*,Concentration of Chylomicrons and Extremely Large VLDL Particles
L-VLDL-PL%,1.08 [1.05-1.11],0.016,*,Phospholipids to Total-Lipids in Large VLDL percentage
XL-VLDL-TG,1.08 [1.05-1.11],0.049,*,Triglycerides in Very Large VLDL
S-VLDL-TG,1.08 [1.05-1.11],0.018,*,Triglycerides in Small VLDL
LDL-L,0.93 [0.90-0.95],0.027,*,Total-Lipids in LDL
Non-HDL-C,0.93 [0.90-0.95],0.017,*,Total-Cholesterol Minus HDL-C
L-LDL-CE,0.93 [0.90-0.95],0.016,*,Cholesteryl Esters in Large LDL
IDL-PL,0.93 [0.90-0.95],0.011,*,Phospholipids in IDL
IDL-P,0.93 [0.90-0.95],0.003,**,Concentration of IDL Particles
LDL-PL,0.92 [0.90-0.95],0.003,**,Phospholipids in LDL
L-LDL-L,0.92 [0.90-0.95],0.003,**,Total-Lipids in Large LDL
LDL-C,0.92 [0.90-0.95],0.002,**,LDL Cholesterol
L-LDL-C,0.92 [0.89-0.94],3.570e-04,***,Cholesterol in Large LDL
M-VLDL-CE,0.92 [0.89-0.94],1.582e-04,***,Cholesteryl Esters in Medium VLDL
Total-C,0.92 [0.89-0.94],4.330e-04,***,Total-Cholesterol
L-LDL-PL,0.92 [0.89-0.94],7.941e-05,***,Phospholipids in Large LDL
Citrate,0.92 [0.89-0.94],9.263e-05,***,Citrate
L-VLDL-CE%,0.92 [0.89-0.94],1.345e-04,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-FC,0.91 [0.89-0.94],1.819e-05,***,Free Cholesterol in Medium LDL
Total-CE,0.91 [0.89-0.94],1.165e-04,***,Total-Esterified Cholesterol
M-HDL-FC%,0.91 [0.88-0.94],0.009,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-L,0.91 [0.89-0.94],1.507e-05,***,Total-Lipids in IDL
S-LDL-FC,0.91 [0.89-0.93],7.353e-07,***,Free Cholesterol in Small LDL
Clinical LDL-C,0.91 [0.88-0.93],1.031e-06,***,Clinical LDL Cholesterol
S-VLDL-CE%,0.91 [0.88-0.93],4.112e-07,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Unsaturation,0.91 [0.88-0.94],3.421e-05,***,Degree of Unsaturation
LDL-FC,0.90 [0.88-0.93],1.230e-07,***,Free Cholesterol in LDL
S-HDL-CE%,0.90 [0.88-0.93],4.755e-08,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-CE%,0.90 [0.88-0.93],5.460e-07,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
IDL-FC,0.90 [0.88-0.93],1.548e-07,***,Free Cholesterol in IDL
L-LDL-FC,0.90 [0.88-0.93],8.745e-08,***,Free Cholesterol in Large LDL
IDL-FC%,0.90 [0.88-0.93],2.238e-07,***,Free Cholesterol to Total-Lipids in IDL percentage
IDL-CE,0.90 [0.87-0.92],9.672e-09,***,Cholesteryl Esters in IDL
IDL-C,0.90 [0.87-0.92],5.662e-09,***,Cholesterol in IDL
XS-VLDL-FC%,0.90 [0.87-0.92],1.683e-08,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-C%,0.90 [0.87-0.92],1.541e-08,***,Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-CE%,0.90 [0.87-0.92],4.733e-08,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-VLDL-PL%,0.89 [0.87-0.92],2.816e-10,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-C%,0.89 [0.87-0.92],6.187e-11,***,Cholesterol to Total-Lipids in Small HDL percentage
XL-VLDL-C%,0.89 [0.87-0.92],2.492e-10,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-C%,0.89 [0.86-0.91],8.187e-13,***,Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-CE%,0.89 [0.86-0.91],1.198e-09,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Omega-6%,0.88 [0.86-0.91],5.946e-11,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-CE%,0.88 [0.86-0.91],1.747e-12,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-LDL-C%,0.88 [0.86-0.91],3.390e-15,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.88 [0.86-0.91],3.111e-13,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.88 [0.86-0.91],2.775e-14,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-HDL-C%,0.88 [0.85-0.91],3.034e-10,***,Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-FC%,0.88 [0.86-0.90],4.177e-16,***,Free Cholesterol to Total-Lipids in Small LDL percentage
PUFA%,0.88 [0.85-0.90],1.584e-12,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.87 [0.85-0.90],4.414e-13,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.87 [0.85-0.90],8.602e-16,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.87 [0.84-0.89],5.759e-17,***,Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-C%,0.86 [0.84-0.89],9.573e-19,***,Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-CE%,0.86 [0.84-0.89],4.405e-21,***,Cholesteryl Esters to Total-Lipids in IDL percentage
LA%,0.86 [0.84-0.89],1.943e-17,***,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-PL%,0.86 [0.84-0.88],9.936e-21,***,Phospholipids to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,0.86 [0.84-0.88],1.278e-20,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-FC%,0.86 [0.83-0.88],7.425e-22,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-FC%,0.86 [0.83-0.88],1.599e-22,***,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.85 [0.83-0.87],1.124e-26,***,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-C%,0.85 [0.82-0.87],7.673e-25,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.84 [0.82-0.87],1.488e-25,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
