Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.32 [1.21-1.44],6.394e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.30 [1.19-1.41],4.174e-04,***,Triglycerides to Total-Lipids in IDL percentage
MUFA%,1.29 [1.17-1.41],0.017,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.28 [1.17-1.39],0.004,**,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.27 [1.16-1.38],0.012,*,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.25 [1.15-1.37],0.045,*,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-C%,0.81 [0.75-0.88],0.049,*,Cholesterol to Total-Lipids in IDL percentage
M-VLDL-CE%,0.81 [0.75-0.88],0.040,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.80 [0.74-0.87],0.030,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.80 [0.74-0.87],0.021,*,Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-C%,0.79 [0.72-0.86],0.036,*,Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-PL%,0.79 [0.73-0.86],0.006,**,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,0.79 [0.73-0.86],0.004,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
PUFA/MUFA,0.78 [0.72-0.86],0.043,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-C%,0.76 [0.70-0.83],2.174e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.75 [0.69-0.82],6.300e-06,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
