Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,2.03 [1.88-2.20],1.370e-67,***,Creatinine
IDL-TG%,1.44 [1.32-1.57],5.457e-12,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.44 [1.32-1.56],5.850e-12,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.44 [1.32-1.56],1.746e-11,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.38 [1.28-1.50],3.619e-10,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.36 [1.25-1.49],1.892e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.32 [1.20-1.45],0.001,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,1.32 [1.21-1.43],1.257e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
GlycA,1.30 [1.20-1.42],4.329e-04,***,Glycoprotein Acetyls
S-HDL-TG%,1.27 [1.17-1.39],0.008,**,Triglycerides to Total-Lipids in Small HDL percentage
IDL-PL%,1.27 [1.17-1.38],0.005,**,Phospholipids to Total-Lipids in IDL percentage
S-LDL-FC%,0.80 [0.75-0.87],0.003,**,Free Cholesterol to Total-Lipids in Small LDL percentage
Clinical LDL-C,0.80 [0.74-0.87],0.041,*,Clinical LDL Cholesterol
M-VLDL-C%,0.80 [0.74-0.87],0.033,*,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.80 [0.74-0.86],0.007,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
LDL-FC,0.80 [0.73-0.87],0.024,*,Free Cholesterol in LDL
Total-C,0.79 [0.73-0.87],0.029,*,Total-Cholesterol
IDL-FC,0.79 [0.73-0.87],0.031,*,Free Cholesterol in IDL
M-LDL-FC%,0.79 [0.73-0.86],0.006,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC,0.79 [0.72-0.86],0.010,*,Free Cholesterol in Large LDL
Total-CE,0.79 [0.72-0.86],0.009,**,Total-Esterified Cholesterol
S-LDL-C%,0.77 [0.72-0.84],1.766e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
IDL-C,0.77 [0.71-0.84],6.638e-04,***,Cholesterol in IDL
M-HDL-FC%,0.77 [0.70-0.85],0.019,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-CE,0.77 [0.71-0.84],4.524e-04,***,Cholesteryl Esters in IDL
S-VLDL-PL%,0.77 [0.70-0.83],1.340e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,0.76 [0.70-0.83],1.701e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-C%,0.76 [0.70-0.82],5.611e-08,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.75 [0.69-0.81],5.656e-07,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-C%,0.72 [0.66-0.78],8.252e-10,***,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,0.71 [0.65-0.77],9.026e-11,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.70 [0.65-0.76],8.433e-14,***,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.70 [0.65-0.76],8.624e-14,***,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.70 [0.64-0.76],1.779e-12,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
