Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.19 [0.98-1.46],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.18 [1.00-1.39],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.12 [0.95-1.32],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.11 [0.91-1.36],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.09 [0.90-1.32],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-TG%,0.92 [0.78-1.10],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-CE%,0.90 [0.77-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,0.90 [0.76-1.07],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-TG%,0.84 [0.71-1.00],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-C%,0.78 [0.67-0.90],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
