Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.35 [1.11-1.65],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.26 [1.05-1.52],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.19 [0.98-1.44],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-CE%,1.09 [0.90-1.31],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.05 [0.86-1.27],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.91 [0.76-1.09],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.76 [0.63-0.92],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.73 [0.61-0.88],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.70 [0.58-0.84],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.70 [0.59-0.82],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
