Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.46 [1.27-1.68],0.032,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.44 [1.27-1.63],0.003,**,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.42 [1.25-1.61],0.010,*,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.40 [1.24-1.57],0.010,**,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.36 [1.20-1.54],0.198,,Triglycerides to Total-Lipids in Small LDL percentage
L-LDL-FC%,0.72 [0.65-0.81],0.010,*,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.72 [0.64-0.81],0.002,**,Cholesterol to Total-Lipids in IDL percentage
LA%,0.71 [0.62-0.80],0.029,*,Linoleic Acid to Total-Fatty Acids percentage
IDL-CE%,0.70 [0.63-0.79],3.388e-04,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-6%,0.70 [0.62-0.80],0.008,**,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.69 [0.61-0.79],0.019,*,Degree of Unsaturation
PUFA%,0.68 [0.60-0.77],2.058e-04,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.66 [0.58-0.76],0.001,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
