Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.54 [1.38-1.72],2.614e-09,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.53 [1.37-1.70],1.114e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.49 [1.33-1.67],2.621e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.46 [1.31-1.62],3.440e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.44 [1.29-1.61],3.634e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.41 [1.27-1.58],2.381e-04,***,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-TG%,1.39 [1.24-1.57],0.005,**,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.38 [1.23-1.55],0.007,**,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.76 [0.68-0.84],0.013,*,Cholesterol to Total-Lipids in Small LDL percentage
M-VLDL-PL%,0.75 [0.68-0.83],0.007,**,Phospholipids to Total-Lipids in Medium VLDL percentage
LA%,0.74 [0.66-0.83],0.040,*,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-C%,0.74 [0.67-0.81],6.967e-05,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.73 [0.66-0.82],0.002,**,Free Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-FC%,0.73 [0.65-0.81],0.004,**,Free Cholesterol to Total-Lipids in Large HDL percentage
HDL-P,0.73 [0.65-0.82],0.039,*,Concentration of HDL Particles
LDL-P,0.72 [0.64-0.81],0.008,**,Concentration of LDL Particles
M-LDL-CE,0.72 [0.64-0.81],0.005,**,Cholesteryl Esters in Medium LDL
M-LDL-L,0.72 [0.64-0.80],0.001,**,Total-Lipids in Medium LDL
L-LDL-P,0.72 [0.64-0.81],0.005,**,Concentration of Large LDL Particles
XS-VLDL-C,0.72 [0.64-0.80],0.002,**,Cholesterol in Very Small VLDL
HDL-FC,0.72 [0.63-0.81],0.049,*,Free Cholesterol in HDL
S-LDL-PL,0.72 [0.64-0.80],0.001,**,Phospholipids in Small LDL
S-LDL-CE,0.72 [0.64-0.80],0.003,**,Cholesteryl Esters in Small LDL
M-LDL-PL,0.72 [0.64-0.80],0.002,**,Phospholipids in Medium LDL
S-LDL-L,0.71 [0.64-0.80],0.001,**,Total-Lipids in Small LDL
M-LDL-C,0.71 [0.64-0.79],4.778e-04,***,Cholesterol in Medium LDL
ApoB,0.71 [0.64-0.79],3.185e-04,***,Apolipoprotein B
