Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.28 [1.16-1.40],0.037,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,1.19 [1.09-1.29],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.16 [1.07-1.26],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.16 [1.07-1.26],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.15 [1.06-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.96 [0.88-1.04],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.88 [0.81-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.86 [0.79-0.93],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.84 [0.77-0.91],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.79 [0.72-0.86],0.068,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
