Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.23 [1.02-1.48],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.17 [0.97-1.41],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.17 [0.96-1.42],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.16 [0.96-1.42],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.10 [0.90-1.33],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.97 [0.81-1.17],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.91 [0.75-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.90 [0.74-1.09],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.89 [0.73-1.08],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.87 [0.71-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
