Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.08 [0.90-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.05 [0.88-1.26],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.04 [0.87-1.25],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.02 [0.85-1.22],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-CE%,1.00 [0.84-1.20],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-FC%,0.98 [0.81-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.97 [0.82-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.97 [0.81-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.96 [0.79-1.16],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.95 [0.78-1.16],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
