Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
VLDL-C,1.04 [0.98-1.11],1.000,,VLDL Cholesterol
M-LDL-TG%,1.04 [0.97-1.12],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB,1.02 [0.96-1.09],1.000,,Apolipoprotein B
Remnant-C,1.01 [0.94-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.00 [0.94-1.07],1.000,,Total-Cholesterol Minus HDL-C
LA,0.99 [0.93-1.06],1.000,,Linoleic Acid
Creatinine,0.99 [0.91-1.07],1.000,,Creatinine
LDL-FC,0.98 [0.92-1.05],1.000,,Free Cholesterol in LDL
M-LDL-FC%,0.92 [0.86-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-FC,0.90 [0.84-0.97],1.000,,Free Cholesterol in HDL
