Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-CE%,1.12 [0.93-1.33],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-C%,1.10 [0.91-1.34],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
Ala,1.08 [0.90-1.29],1.000,,Alanine
Gln,1.03 [0.86-1.24],1.000,,Glutamine
M-VLDL-TG%,1.01 [0.84-1.22],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.95 [0.78-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Val,0.89 [0.73-1.08],1.000,,Valine
Clinical LDL-C,0.88 [0.73-1.06],1.000,,Clinical LDL Cholesterol
ApoB,0.87 [0.73-1.05],1.000,,Apolipoprotein B
ApoB/ApoA1,0.86 [0.71-1.04],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
