Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.15 [1.02-1.30],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
DHA%,1.13 [0.99-1.30],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Val,1.03 [0.91-1.17],1.000,,Valine
ApoB/ApoA1,1.02 [0.90-1.16],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Total-BCAA,1.01 [0.89-1.14],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
VLDL-C,0.98 [0.87-1.10],1.000,,VLDL Cholesterol
M-LDL-FC%,0.91 [0.80-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.90 [0.79-1.02],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.88 [0.78-1.00],1.000,,Total-Cholesterol
HDL-CE,0.88 [0.77-1.01],1.000,,Cholesteryl Esters in HDL
