Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.29 [1.16-1.44],0.743,,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.28 [1.15-1.43],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,1.18 [1.05-1.32],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.11 [1.00-1.23],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,1.00 [0.91-1.11],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-C%,0.78 [0.71-0.85],0.036,*,Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,0.76 [0.68-0.84],0.030,*,Clinical LDL Cholesterol
IDL-L,0.75 [0.67-0.83],0.038,*,Total-Lipids in IDL
IDL-CE,0.74 [0.67-0.83],0.019,*,Cholesteryl Esters in IDL
Total-C,0.74 [0.67-0.83],0.016,*,Total-Cholesterol
IDL-C,0.74 [0.67-0.83],0.014,*,Cholesterol in IDL
Total-CE,0.74 [0.67-0.83],0.015,*,Total-Esterified Cholesterol
