Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.48 [1.24-1.77],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.38 [1.18-1.62],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.26 [1.06-1.50],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-CE%,1.05 [0.88-1.25],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.04 [0.87-1.24],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.91 [0.77-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.83 [0.70-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.73 [0.62-0.86],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.69 [0.59-0.80],0.273,,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.69 [0.59-0.80],0.151,,Cholesterol to Total-Lipids in IDL percentage
