Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.15 [1.10-1.21],3.446e-04,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.15 [1.10-1.20],8.039e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.13 [1.08-1.18],0.016,*,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.12 [1.07-1.18],0.394,,Glycoprotein Acetyls
XS-VLDL-PL%,1.12 [1.07-1.17],0.316,,Phospholipids to Total-Lipids in Very Small VLDL percentage
LDL-FC,0.89 [0.85-0.93],0.035,*,Free Cholesterol in LDL
L-LDL-FC,0.89 [0.85-0.93],0.040,*,Free Cholesterol in Large LDL
XS-VLDL-C%,0.88 [0.84-0.93],0.028,*,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.88 [0.85-0.92],0.004,**,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.88 [0.84-0.92],0.022,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,0.88 [0.84-0.92],0.004,**,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.87 [0.83-0.91],1.003e-04,***,Cholesterol to Total-Lipids in IDL percentage
