Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.32 [1.14-1.52],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.24 [1.06-1.44],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.15 [0.99-1.34],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.14 [0.98-1.32],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-FC%,1.00 [0.86-1.16],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.95 [0.82-1.09],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.84 [0.72-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.78 [0.67-0.90],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.77 [0.67-0.89],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.77 [0.66-0.89],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
