Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.24 [1.15-1.34],0.002,**,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.22 [1.13-1.32],0.028,*,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.22 [1.13-1.31],0.014,*,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.20 [1.11-1.29],0.404,,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.10 [1.02-1.18],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
Total-C,0.82 [0.76-0.88],0.043,*,Total-Cholesterol
S-HDL-P,0.82 [0.76-0.88],0.033,*,Concentration of Small HDL Particles
S-LDL-C%,0.82 [0.77-0.88],0.004,**,Cholesterol to Total-Lipids in Small LDL percentage
IDL-C%,0.82 [0.76-0.88],0.003,**,Cholesterol to Total-Lipids in IDL percentage
Total-CE,0.82 [0.76-0.88],0.018,*,Total-Esterified Cholesterol
S-HDL-C,0.81 [0.76-0.88],0.008,**,Cholesterol in Small HDL
S-HDL-CE,0.81 [0.76-0.87],0.005,**,Cholesteryl Esters in Small HDL
HDL-P,0.81 [0.75-0.88],0.043,*,Concentration of HDL Particles
IDL-CE%,0.81 [0.76-0.87],3.317e-04,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Total-P,0.80 [0.74-0.87],0.008,**,Total-Concentration of Lipoprotein Particles
L-LDL-C%,0.80 [0.74-0.86],4.392e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
