Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.19 [1.11-1.27],0.061,,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.18 [1.11-1.26],0.114,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.16 [1.09-1.23],0.994,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,1.10 [1.03-1.17],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-PL%,1.01 [0.95-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-CE%,0.86 [0.80-0.91],0.345,,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.85 [0.80-0.91],0.104,,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-C%,0.84 [0.79-0.90],0.176,,Cholesterol to Total-Lipids in Very Small VLDL percentage
Unsaturation,0.84 [0.79-0.90],0.231,,Degree of Unsaturation
XS-VLDL-CE%,0.84 [0.79-0.90],0.086,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
