Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.71 [1.39-2.09],0.072,,Creatinine
M-VLDL-TG%,1.34 [1.09-1.63],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.31 [1.07-1.59],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.29 [1.07-1.56],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.27 [1.06-1.53],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.94 [0.78-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.76 [0.63-0.92],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.76 [0.63-0.91],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.75 [0.63-0.90],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.74 [0.62-0.90],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
