Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.10 [1.01-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.09 [1.00-1.19],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.09 [0.99-1.19],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.04 [0.95-1.13],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-FC%,1.00 [0.92-1.10],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.96 [0.89-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.93 [0.85-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.92 [0.84-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.91 [0.83-1.00],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.90 [0.82-0.99],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
