Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-CE%,1.06 [0.92-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.06 [0.92-1.22],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,1.05 [0.91-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.02 [0.91-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.01 [0.89-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.99 [0.88-1.11],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-PL%,0.99 [0.87-1.12],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,0.99 [0.87-1.12],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,0.96 [0.85-1.09],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.95 [0.84-1.07],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
