Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.26 [1.16-1.37],0.003,**,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,1.25 [1.15-1.35],0.023,*,Glycoprotein Acetyls
M-LDL-TG%,1.24 [1.15-1.33],0.011,*,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.22 [1.12-1.32],0.378,,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.22 [1.12-1.32],0.374,,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.83 [0.77-0.89],0.284,,Cholesterol to Total-Lipids in IDL percentage
Albumin,0.83 [0.77-0.89],0.136,,Albumin
S-LDL-C%,0.82 [0.76-0.88],0.025,*,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-C%,0.82 [0.76-0.88],0.008,**,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.80 [0.74-0.87],0.025,*,Cholesterol to Total-Lipids in Large LDL percentage
