Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.06 [0.90-1.25],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.03 [0.88-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-C%,1.01 [0.86-1.18],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-FC%,1.01 [0.86-1.18],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,1.01 [0.86-1.18],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-VLDL-FC%,0.96 [0.81-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.95 [0.80-1.12],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.95 [0.79-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.93 [0.79-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.91 [0.78-1.06],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
