Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.24 [1.19-1.28],7.106e-24,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.23 [1.19-1.28],3.372e-23,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.23 [1.18-1.27],6.301e-22,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.22 [1.18-1.27],5.116e-19,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.20 [1.16-1.25],5.553e-19,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.19 [1.15-1.24],6.364e-14,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.17 [1.13-1.22],1.307e-12,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.17 [1.13-1.21],2.493e-11,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.17 [1.12-1.21],2.115e-10,***,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-TG%,1.16 [1.12-1.21],3.854e-10,***,Triglycerides to Total-Lipids in Small VLDL percentage
MUFA%,1.16 [1.11-1.21],1.513e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,1.16 [1.11-1.21],5.448e-06,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,1.15 [1.11-1.20],7.171e-07,***,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.15 [1.10-1.20],1.443e-06,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.15 [1.11-1.19],1.685e-07,***,Triglycerides to Total-Lipids in Medium HDL percentage
Creatinine,1.14 [1.10-1.19],1.074e-04,***,Creatinine
IDL-PL%,1.14 [1.10-1.18],7.190e-08,***,Phospholipids to Total-Lipids in IDL percentage
TG/PG,1.13 [1.09-1.17],3.388e-04,***,Triglycerides to Phosphoglycerides ratio
XL-VLDL-TG%,1.12 [1.08-1.16],7.462e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-VLDL-PL,0.91 [0.88-0.94],0.022,*,Phospholipids in Medium VLDL
L-VLDL-CE%,0.91 [0.87-0.94],0.029,*,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-LDL-CE%,0.90 [0.87-0.93],7.301e-04,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-PL,0.90 [0.87-0.93],0.002,**,Phospholipids in Small HDL
Albumin,0.90 [0.87-0.93],6.702e-04,***,Albumin
Total-FA,0.90 [0.86-0.93],0.006,**,Total-Fatty Acids
S-VLDL-FC,0.90 [0.87-0.93],4.404e-04,***,Free Cholesterol in Small VLDL
Omega-3,0.90 [0.86-0.93],0.003,**,Omega-3 Fatty Acids
M-VLDL-FC,0.89 [0.86-0.93],2.307e-04,***,Free Cholesterol in Medium VLDL
XL-HDL-FC,0.89 [0.86-0.93],7.124e-04,***,Free Cholesterol in Very Large HDL
S-LDL-FC%,0.89 [0.86-0.93],7.174e-05,***,Free Cholesterol to Total-Lipids in Small LDL percentage
PUFA%,0.89 [0.86-0.93],0.003,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-L,0.89 [0.86-0.92],5.464e-05,***,Total-Lipids in Small HDL
S-LDL-P,0.89 [0.86-0.92],2.948e-05,***,Concentration of Small LDL Particles
HDL-size,0.89 [0.85-0.92],0.003,**,Average Diameter for HDL Particles
XL-HDL-PL,0.89 [0.85-0.92],3.116e-04,***,Phospholipids in Very Large HDL
XS-VLDL-C,0.88 [0.85-0.92],2.569e-06,***,Cholesterol in Very Small VLDL
S-HDL-C%,0.88 [0.85-0.91],9.265e-07,***,Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-CE%,0.88 [0.85-0.91],2.691e-06,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XL-VLDL-C%,0.88 [0.85-0.91],5.586e-06,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-HDL-FC%,0.88 [0.85-0.91],2.849e-06,***,Free Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-C%,0.88 [0.85-0.91],2.015e-07,***,Cholesterol to Total-Lipids in Small VLDL percentage
XL-VLDL-CE%,0.88 [0.85-0.91],1.674e-06,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-HDL-FC%,0.88 [0.84-0.91],8.525e-05,***,Free Cholesterol to Total-Lipids in Large HDL percentage
Unsaturation,0.88 [0.84-0.91],5.820e-06,***,Degree of Unsaturation
M-LDL-FC%,0.88 [0.84-0.91],9.917e-07,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-P,0.87 [0.84-0.91],1.158e-07,***,Concentration of Medium LDL Particles
M-HDL-PL,0.87 [0.84-0.91],5.101e-07,***,Phospholipids in Medium HDL
XS-VLDL-CE,0.87 [0.84-0.90],9.257e-09,***,Cholesteryl Esters in Very Small VLDL
XL-HDL-L,0.87 [0.84-0.90],8.144e-07,***,Total-Lipids in Very Large HDL
