Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.21 [1.08-1.36],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.20 [1.07-1.35],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.13 [1.01-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.06 [0.95-1.18],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-CE%,1.05 [0.94-1.18],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-FC%,0.87 [0.77-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.85 [0.76-0.95],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.84 [0.75-0.93],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.83 [0.74-0.93],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-FC%,0.74 [0.66-0.83],0.094,,Free Cholesterol to Total-Lipids in Large HDL percentage
