Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.16 [0.98-1.38],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.15 [0.95-1.40],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.06 [0.87-1.29],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.04 [0.86-1.26],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.01 [0.84-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.98 [0.83-1.17],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,0.95 [0.79-1.13],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,0.94 [0.79-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.91 [0.77-1.08],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-PL%,0.91 [0.76-1.09],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
