Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.66 [1.42-1.95],7.196e-05,***,Triglycerides to Total-Lipids in IDL percentage
MUFA%,1.63 [1.37-1.94],0.007,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.63 [1.39-1.91],3.884e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-TG%,1.60 [1.37-1.87],9.620e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-TG%,1.53 [1.31-1.78],0.010,**,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.50 [1.29-1.74],0.019,*,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-FC%,0.67 [0.59-0.76],1.211e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-FC%,0.66 [0.57-0.77],0.037,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-HDL-CE%,0.66 [0.57-0.77],0.008,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,0.66 [0.56-0.76],0.010,*,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-C%,0.66 [0.56-0.76],0.013,*,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,0.65 [0.56-0.76],0.015,*,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-C%,0.65 [0.56-0.76],0.006,**,Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-CE%,0.65 [0.56-0.76],0.010,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Omega-6%,0.64 [0.54-0.74],0.002,**,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.63 [0.55-0.73],9.458e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.63 [0.54-0.73],6.568e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
LA%,0.63 [0.53-0.74],0.002,**,Linoleic Acid to Total-Fatty Acids percentage
PUFA%,0.62 [0.53-0.72],2.238e-04,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-C%,0.62 [0.54-0.71],4.664e-06,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-FC%,0.62 [0.53-0.71],5.693e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.59 [0.50-0.71],5.686e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
