Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.16 [1.08-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.12 [1.03-1.21],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.07 [0.99-1.17],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-PL%,1.06 [0.98-1.15],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.03 [0.95-1.12],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
Non-HDL-C,0.83 [0.77-0.90],0.456,,Total-Cholesterol Minus HDL-C
Clinical LDL-C,0.83 [0.77-0.89],0.264,,Clinical LDL Cholesterol
L-LDL-C,0.83 [0.76-0.89],0.415,,Cholesterol in Large LDL
IDL-CE,0.83 [0.76-0.89],0.342,,Cholesteryl Esters in IDL
IDL-C,0.83 [0.76-0.89],0.331,,Cholesterol in IDL
