Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,2.53 [2.12-3.03],7.159e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,2.50 [2.04-3.05],5.636e-14,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,2.43 [2.07-2.86],8.430e-22,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,2.42 [2.06-2.86],1.014e-20,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,2.40 [1.99-2.90],2.298e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,2.39 [1.86-3.09],3.504e-06,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
Glu-lactate,2.25 [1.95-2.60],5.082e-23,***,Glucose-lactate
M-LDL-TG%,2.24 [1.92-2.61],1.742e-19,***,Triglycerides to Total-Lipids in Medium LDL percentage
Glu,2.12 [1.80-2.51],1.162e-13,***,Glucose
XS-VLDL-PL%,1.96 [1.65-2.32],2.509e-09,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.94 [1.66-2.28],3.650e-11,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.84 [1.57-2.17],2.197e-08,***,Triglycerides to Total-Lipids in Small LDL percentage
Sc-ala,1.74 [1.49-2.03],3.787e-07,***,Spectrometer-corrected alanine
Ala,1.65 [1.41-1.94],2.274e-04,***,Alanine
XXL-VLDL-PL%,1.63 [1.35-1.96],0.049,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-PL%,0.66 [0.59-0.74],1.672e-06,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-FC%,0.66 [0.57-0.77],0.030,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-CE%,0.65 [0.57-0.75],6.529e-04,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-VLDL-C%,0.62 [0.53-0.74],0.012,*,Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-CE%,0.62 [0.52-0.73],0.002,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-CE%,0.61 [0.52-0.72],8.961e-04,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.61 [0.53-0.70],5.816e-07,***,Cholesterol to Total-Lipids in Large HDL percentage
Total-P,0.59 [0.49-0.72],0.019,*,Total-Concentration of Lipoprotein Particles
XS-VLDL-FC%,0.59 [0.51-0.68],6.127e-08,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-CE,0.59 [0.48-0.72],0.036,*,Cholesteryl Esters in Very Large VLDL
VLDL-P,0.58 [0.47-0.70],0.009,**,Concentration of VLDL Particles
L-VLDL-CE%,0.57 [0.48-0.68],4.321e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-HDL-FC%,0.57 [0.50-0.65],2.651e-11,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-CE%,0.57 [0.49-0.66],2.316e-09,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,0.57 [0.51-0.63],1.206e-20,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
Phosphoglyc,0.56 [0.47-0.68],1.197e-04,***,Phosphoglycerides
VLDL-FC,0.56 [0.46-0.68],7.357e-04,***,Free Cholesterol in VLDL
XS-VLDL-PL,0.56 [0.46-0.68],6.452e-04,***,Phospholipids in Very Small VLDL
M-HDL-FC%,0.55 [0.46-0.66],2.070e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-L,0.55 [0.44-0.69],0.048,*,Total-Lipids in Very Large HDL
XL-HDL-FC,0.55 [0.45-0.67],0.002,**,Free Cholesterol in Very Large HDL
PC,0.55 [0.45-0.65],1.131e-05,***,Phosphatidylcholines
S-VLDL-CE,0.54 [0.45-0.66],1.463e-04,***,Cholesteryl Esters in Small VLDL
M-VLDL-L,0.54 [0.45-0.65],2.846e-05,***,Total-Lipids in Medium VLDL
L-LDL-FC%,0.53 [0.46-0.61],2.925e-14,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XL-VLDL-FC%,0.53 [0.44-0.64],1.895e-05,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-VLDL-PL,0.52 [0.43-0.63],1.620e-05,***,Phospholipids in Small VLDL
Cholines,0.52 [0.43-0.62],7.626e-08,***,Total-Cholines
XL-VLDL-CE%,0.52 [0.43-0.62],7.781e-08,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-VLDL-C%,0.51 [0.45-0.58],2.637e-19,***,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoB/ApoA1,0.51 [0.42-0.62],5.141e-06,***,Apolipoprotein B to Apolipoprotein A1 ratio
XS-VLDL-L,0.51 [0.42-0.62],9.926e-07,***,Total-Lipids in Very Small VLDL
LA%,0.51 [0.43-0.59],1.459e-11,***,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-C,0.50 [0.42-0.61],1.191e-06,***,Cholesterol in Small VLDL
XL-HDL-C,0.50 [0.40-0.63],0.001,**,Cholesterol in Very Large HDL
XL-HDL-CE,0.50 [0.40-0.64],0.002,**,Cholesteryl Esters in Very Large HDL
XL-HDL-P,0.50 [0.39-0.64],0.003,**,Concentration of Very Large HDL Particles
XS-VLDL-P,0.50 [0.41-0.61],1.208e-06,***,Concentration of Very Small VLDL Particles
S-VLDL-C%,0.50 [0.43-0.58],1.047e-15,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-FC%,0.50 [0.43-0.57],1.758e-18,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-C%,0.50 [0.41-0.60],5.753e-07,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
PUFA,0.49 [0.41-0.59],1.310e-09,***,Polyunsaturated Fatty Acids
M-LDL-C%,0.49 [0.43-0.55],3.756e-25,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.49 [0.43-0.56],1.310e-20,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.49 [0.43-0.56],1.183e-20,***,Cholesterol to Total-Lipids in Small LDL percentage
VLDL-C,0.49 [0.41-0.59],6.410e-09,***,VLDL Cholesterol
M-VLDL-PL%,0.48 [0.42-0.55],3.877e-22,***,Phospholipids to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC,0.48 [0.39-0.58],6.908e-08,***,Free Cholesterol in Very Small VLDL
IDL-CE%,0.48 [0.42-0.55],4.346e-21,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Total-PL,0.48 [0.40-0.57],3.099e-11,***,Total-Phospholipids in Lipoprotein Particles
Total-L,0.48 [0.40-0.56],1.335e-12,***,Total-Lipids in Lipoprotein Particles
M-VLDL-P,0.48 [0.39-0.58],3.997e-07,***,Concentration of Medium VLDL Particles
M-LDL-L,0.47 [0.39-0.57],6.220e-11,***,Total-Lipids in Medium LDL
M-LDL-PL,0.47 [0.39-0.57],1.149e-09,***,Phospholipids in Medium LDL
S-LDL-PL,0.47 [0.39-0.57],4.867e-10,***,Phospholipids in Small LDL
M-VLDL-PL,0.47 [0.38-0.57],1.097e-08,***,Phospholipids in Medium VLDL
M-LDL-CE,0.46 [0.39-0.56],2.572e-10,***,Cholesteryl Esters in Medium LDL
Omega-6,0.46 [0.39-0.55],2.208e-12,***,Omega-6 Fatty Acids
XS-VLDL-CE%,0.46 [0.40-0.53],9.397e-25,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.46 [0.40-0.52],2.021e-23,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-C,0.45 [0.38-0.54],4.968e-12,***,Cholesterol in Medium LDL
LA,0.45 [0.38-0.54],2.008e-14,***,Linoleic Acid
S-LDL-L,0.45 [0.37-0.55],3.267e-11,***,Total-Lipids in Small LDL
L-LDL-C%,0.45 [0.39-0.51],3.282e-25,***,Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-FC,0.45 [0.37-0.55],1.151e-09,***,Free Cholesterol in Small VLDL
VLDL-CE,0.45 [0.37-0.54],1.818e-11,***,Cholesteryl Esters in VLDL
SM,0.45 [0.37-0.54],3.790e-12,***,Sphingomyelins
LDL-L,0.45 [0.38-0.53],5.095e-16,***,Total-Lipids in LDL
S-LDL-P,0.44 [0.36-0.54],5.555e-10,***,Concentration of Small LDL Particles
S-LDL-FC,0.44 [0.37-0.53],4.245e-13,***,Free Cholesterol in Small LDL
S-VLDL-FC%,0.44 [0.38-0.51],7.316e-22,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-LDL-CE,0.44 [0.36-0.53],4.368e-11,***,Cholesteryl Esters in Small LDL
LDL-CE,0.44 [0.37-0.52],2.031e-15,***,Cholesteryl Esters in LDL
S-LDL-C,0.43 [0.35-0.52],1.362e-12,***,Cholesterol in Small LDL
LDL-C,0.43 [0.36-0.51],3.337e-17,***,LDL Cholesterol
M-VLDL-FC,0.43 [0.35-0.53],1.121e-10,***,Free Cholesterol in Medium VLDL
M-LDL-P,0.43 [0.35-0.53],1.057e-10,***,Concentration of Medium LDL Particles
LDL-PL,0.43 [0.36-0.51],7.265e-15,***,Phospholipids in LDL
L-LDL-L,0.42 [0.36-0.50],4.779e-17,***,Total-Lipids in Large LDL
M-LDL-FC,0.42 [0.35-0.51],1.834e-13,***,Free Cholesterol in Medium LDL
S-VLDL-PL%,0.42 [0.36-0.50],7.393e-20,***,Phospholipids to Total-Lipids in Small VLDL percentage
ApoB,0.42 [0.35-0.51],7.989e-15,***,Apolipoprotein B
Clinical LDL-C,0.42 [0.36-0.49],1.007e-20,***,Clinical LDL Cholesterol
L-LDL-CE,0.42 [0.35-0.50],5.493e-16,***,Cholesteryl Esters in Large LDL
Non-HDL-C,0.42 [0.35-0.49],1.065e-19,***,Total-Cholesterol Minus HDL-C
L-LDL-C,0.41 [0.34-0.49],8.289e-18,***,Cholesterol in Large LDL
LDL-P,0.41 [0.33-0.50],3.025e-12,***,Concentration of LDL Particles
Total-C,0.41 [0.35-0.48],4.480e-21,***,Total-Cholesterol
Total-CE,0.41 [0.35-0.48],1.355e-20,***,Total-Esterified Cholesterol
L-LDL-P,0.41 [0.33-0.50],3.929e-12,***,Concentration of Large LDL Particles
XS-VLDL-C,0.41 [0.33-0.49],3.303e-14,***,Cholesterol in Very Small VLDL
Remnant-C,0.40 [0.34-0.48],7.243e-19,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-LDL-PL,0.40 [0.33-0.48],1.206e-16,***,Phospholipids in Large LDL
Total-FC,0.40 [0.33-0.47],2.126e-19,***,Total-Free Cholesterol
LDL-FC,0.39 [0.33-0.47],1.195e-17,***,Free Cholesterol in LDL
XS-VLDL-CE,0.38 [0.31-0.47],2.966e-16,***,Cholesteryl Esters in Very Small VLDL
IDL-L,0.38 [0.32-0.46],2.510e-21,***,Total-Lipids in IDL
L-LDL-FC,0.37 [0.31-0.45],1.549e-18,***,Free Cholesterol in Large LDL
M-VLDL-C,0.37 [0.30-0.46],1.722e-16,***,Cholesterol in Medium VLDL
IDL-FC,0.37 [0.30-0.45],1.288e-18,***,Free Cholesterol in IDL
IDL-PL,0.37 [0.30-0.45],1.631e-18,***,Phospholipids in IDL
IDL-C,0.37 [0.31-0.44],9.954e-23,***,Cholesterol in IDL
IDL-P,0.36 [0.30-0.45],3.084e-16,***,Concentration of IDL Particles
IDL-CE,0.36 [0.30-0.43],1.000e-22,***,Cholesteryl Esters in IDL
M-VLDL-CE,0.35 [0.28-0.43],1.086e-18,***,Cholesteryl Esters in Medium VLDL
