Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.13 [1.04-1.23],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-CE%,1.12 [1.03-1.22],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.09 [1.00-1.19],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.06 [0.97-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-C%,1.04 [0.96-1.14],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-PL%,0.96 [0.89-1.04],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.93 [0.85-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.91 [0.84-1.00],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.91 [0.83-1.00],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.88 [0.80-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
