Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.25 [1.03-1.51],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.20 [0.99-1.45],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.19 [0.99-1.42],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-FC%,1.08 [0.90-1.30],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-PL%,1.07 [0.89-1.29],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.90 [0.76-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.87 [0.71-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.83 [0.69-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.82 [0.68-0.99],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.82 [0.68-0.99],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
